#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
537,"When U Go","Girls of the Internet",42,122,"uk house","Dance/Electronic","When U Go",2017-07-21,6:58,87,33,12,84,61,10,10,-15,G#/A♭ Major,4,2022-08-18,37z8D58LzHMRAUNKBbRVmW,"Classic Music Company",4B,https://p.scdn.co/mp3-preview/168a9d078b79f669eb39e6ed41937df3008ca23b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e383d65b929e01fb3132f64f
538,"Till The Light","Lee Foss,Infinity Ink",13,120,"deep disco house, house","Dance/Electronic","Alchemy",2017-04-07,7:20,88,61,0,44,83,0,10,-7,E Minor,4,2022-08-18,0aD8f7En3mkXL8vZRn0AkW,"Emerald City Music",9A,https://p.scdn.co/mp3-preview/9a894fdda0f74e016eb00e5f1c7b3995a15af200?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513cd0e6bba933586168fbc5e4
539,"N 1 For Sacha","Sacha Distel",0,86,"chanson, ye ye","Easy listening, Rock","Jazz Guitarist",2003-01-01,3:00,67,24,91,56,83,0,30,-15,G#/A♭ Major,4,2022-08-19,12HPtxSLO0oim4lvbvKgMy,"Universal Music Division Decca Records France",4B,,https://i.scdn.co/image/ab67616d0000485167d74632c7b4de41bbdeb80b
540,"Promesses - Radio Edit","Tchami,Kaleem Taylor",54,124,"bass house, deep groove house, edm, electro house, future house, house, pop dance, progressive house, indie r&b, pop r&b, trap soul, uk contemporary r&b","Dance/Electronic, R&B","Promesses",2015-01-05,2:39,72,78,1,1,51,0,10,-7,C Minor,4,2022-08-20,75usYC3ytzfttweGDXKMdE,"Confession",5A,https://p.scdn.co/mp3-preview/2af63086e2be9b783c8a4d951bcf1316c9ad51c6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513e5970c9a06aea765350ef54
541,"You Know You Like It - Tchami Remix","AlunaGeorge,Tchami",55,123,"electropop, house, tropical house, bass house, deep groove house, edm, electro house, future house, pop dance, progressive house","Dance/Electronic, Pop","We Are Your Friends (Music From The Original Motion Picture)",2015-08-21,5:04,82,84,18,8,59,10,0,-4,F Minor,4,2022-08-22,0OpcI3rARLsNWgVbPdwHD9,"UMGRI Interscope",4A,,https://i.scdn.co/image/ab67616d00004851586da93a803e867ab6842cda
542,"Drown (feat. Mateus Asato)","Polyphia,Mateus Asato",42,96,"instrumental rock, ","Rock","New Levels New Devils",2018-10-12,3:54,61,83,1,69,18,0,10,-7,E Minor,4,2022-08-28,44mkUovCUkI5Pbx5Zu27sg,"Equal Vision Records",9A,https://p.scdn.co/mp3-preview/83fa3aa32ab72396b61661f8edb318cff029e681?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517a799cc62e624fd6432779e3
543,"She Moves In Her Own Way","The Kooks",52,76,"brighton indie, modern rock, rock","Rock","Inside In / Inside Out",2006-01-01,2:49,43,81,28,0,80,0,0,-5,G Major,4,2022-08-28,2SGBEDwsOAOAHrrdAd304i,"Virgin Records",9B,,https://i.scdn.co/image/ab67616d000048516e8b31b2e7cec192c603eece
544,"Naive","The Kooks",58,103,"brighton indie, modern rock, rock","Rock","Inside In / Inside Out",2006-01-01,3:23,55,82,7,0,72,0,10,-6,G#/A♭ Minor,4,2022-08-28,2RUhtNBh43RtSg0WBPPq3m,"Virgin Records",1A,,https://i.scdn.co/image/ab67616d000048516e8b31b2e7cec192c603eece
545,"Se Amerita","Junior H",73,108,"corridos tumbados, musica mexicana, nueva musica mexicana, sad sierreno, sierreno","Latin","Cruisin' with Junior H",2020-09-02,3:55,75,72,26,0,54,0,10,-4,F#/G♭ Minor,4,2022-08-28,3pQYf90V5idOGrXzosm9rt,"WEA Latina",11A,https://p.scdn.co/mp3-preview/6946ecc815f6339a08ec65bf1633acb745627132?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e0c5ba78f182bc532329b89
546,"Clave Ali","Junior H",70,108,"corridos tumbados, musica mexicana, nueva musica mexicana, sad sierreno, sierreno","Latin","Cruisin' with Junior H",2020-09-02,3:21,65,70,31,0,61,0,30,-4,A#/B♭ Major,4,2022-08-28,0rSlb6Ng6JobokQUPngjRE,"WEA Latina",6B,https://p.scdn.co/mp3-preview/5413fa30b9cbb8be43e5ba288c65830ec7555d6a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e0c5ba78f182bc532329b89
547,"No Me Pesa","Junior H",66,100,"corridos tumbados, musica mexicana, nueva musica mexicana, sad sierreno, sierreno","Latin","Cruisin' with Junior H",2020-09-02,3:41,51,74,11,0,51,0,10,-4,A Major,4,2022-08-28,4YU704KDCv4tyE6qQxliY3,"WEA Latina",11B,https://p.scdn.co/mp3-preview/9c2d46bb478e54547a686e692a0251570f36634e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e0c5ba78f182bc532329b89
548,"El Drip","Natanael Cano",67,102,"corrido, corridos tumbados, musica mexicana, nueva musica mexicana, sad sierreno, sierreno","Latin","Corridos Tumbados",2019-10-31,2:22,73,70,33,0,87,0,10,-5,A#/B♭ Minor,3,2022-09-04,5NCBP3ivrIDcHEtzHSW3k0,"Rancho Humilde",3A,https://p.scdn.co/mp3-preview/0098b42f95fbd9765d9ea0cf67a293c8afd63377?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cda237a502031f4caa2c1bde
549,"AMBER","Unusual Demont",53,119,"indie r&b, modern alternative pop","R&B, Rock","HUES.",2021-09-17,3:31,88,76,35,14,70,20,20,-7,G#/A♭ Major,4,2022-09-08,29wrhqZUPQFPjREFM6vayu,"Avant Garden",4B,https://p.scdn.co/mp3-preview/78295f43dc9e32b64bad82e4a7c4a0d0f4733eca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ca8a6c8f2b6279737d0ee64d
550,"Speeding 72","Momma",16,127,"bubblegrunge, indie pop, indie rock, small room","Rock","Household Name",2022-07-01,3:58,58,80,1,17,80,0,30,-6,D Major,4,2022-09-11,2Yxa0oCeD9icx1JTTaJ7bp,"Polyvinyl Records",10B,,https://i.scdn.co/image/ab67616d000048511889148c28a53ceeb3cc5410
551,"No More Like That","Eiafuawn",56,100,"dream pop, lo-fi, lo-fi indie","Rock","Birds In The Ground",2006,2:05,83,43,52,92,87,0,10,-12,G Major,4,2022-09-11,7K3mac0IqCjLGmbZ47jOf9,"Numero Group",9B,https://p.scdn.co/mp3-preview/032316bf2a156c61fad78730e8751a5fc402b965?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851def1f81a957f814f915ae082
552,"control","Blue Smiley",41,75,"dream pop, dreamo, indie garage rock, lo-fi indie, philly indie","Rock","ok",2016-08-31,2:11,38,64,0,80,41,0,10,-7,C♯/D♭ Minor,4,2022-09-11,5Y3PA5yHHXV8GQb0pFSvr6,"blue smiley",12A,https://p.scdn.co/mp3-preview/4a8e108cd5b50496c2fddb82c16f3756a274e3ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851395f02ca351370b0c2db93d6
553,"Topo (feat. sophie meiers & carpetgarden)","Bien et Toi,sophie meiers,carpetgarden",33,107,"bedroom soul, indie pop","R&B, Rock","Topo (feat. sophie meiers & carpetgarden)",2022-09-16,3:08,86,60,80,4,43,0,10,-7,C Major,4,2022-09-16,72eDYd0kbnCnnb8qRxTWCh,"Future Classic",8B,https://p.scdn.co/mp3-preview/bf8ab5401368a3d3e17942ae05ee5c307c464efa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ce06807f4e5dc5af6dd0a925
554,"minutia","Spilly Cave",31,90,"","","minutia",2022-05-20,2:16,75,47,9,62,43,0,30,-12,E Minor,4,2022-09-16,4LUXKheV7UdGt6TxRsAiW8,"Billy's Big Music Company",9A,https://p.scdn.co/mp3-preview/79bf3628160d6e23e2ff2f96dd3d20b3d0fb6922?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485141ce60d721c6e49b67403980
555,"Feel It All Around","Washed Out",59,172,"alternative dance, chillwave, dream pop, indie rock, indietronica, neo-psychedelic, neo-synthpop","Rock, Pop, Folk/Acoustic, Dance/Electronic","Life of Leisure",2009-09-08,3:12,34,74,0,76,50,0,0,-5,G#/A♭ Major,4,2022-09-17,4V0x90QcMh4ZxwHzEWOdtK,"Washed Out",4B,https://p.scdn.co/mp3-preview/372484e63b19f1ca6139c52f1db402542423e556?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cd4896d5151581d35aa1e5c0
556,"The Coffin Was So Light I Thought It Might Float Away","Eiafuawn",43,120,"dream pop, lo-fi, lo-fi indie","Rock","Birds In The Ground",2006,3:51,77,38,65,42,37,0,30,-15,F#/G♭ Minor,4,2022-09-17,3kvgWXAQ54SRyLMHlW4zUF,"Numero Group",11A,https://p.scdn.co/mp3-preview/e22c7d3567ddcd041c267cf954f8c19b015af091?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851def1f81a957f814f915ae082
557,"Ruby","Hovvdy",26,105,"austindie, bubblegrunge, dreamo, indie pop, indie rock, lo-fi indie, small room","Folk/Acoustic, Rock","Ruby",2022-05-27,3:03,59,92,17,70,80,0,10,-5,A Major,4,2022-10-04,1TpnOSWYogJ42c6ZcGrhzR,"Grand Jury Music",11B,https://p.scdn.co/mp3-preview/a843f054b3adde77dcf8518b298d006fe3d6fcd0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c8a67316479c3e16d6e3435f
558,"Medicine","Momma",15,132,"bubblegrunge, indie pop, indie rock, small room","Rock","Household Name",2022-07-01,4:14,67,73,25,60,82,0,0,-6,G Major,4,2022-10-01,34tKO5hA7rQTGPCrjGfziu,"Polyvinyl Records",9B,,https://i.scdn.co/image/ab67616d000048511889148c28a53ceeb3cc5410
559,"Hocus Pocus - Original Single Version","Focus",42,187,"album rock, art rock, dutch prog, flute rock, jazz fusion, nederpop, progressive rock, psychedelic rock, symphonic rock","Rock, Jazz, Pop","Hocus Pocus",1971,3:12,27,82,5,92,43,30,20,-10,A Major,4,2022-10-02,1IuUe3A7EfJmvZH3EljtwR,"Red Bullet",11B,https://p.scdn.co/mp3-preview/cc26834ef162d4e1ac5c2ffab6589dcf3067831d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851432a4cb5dcffc2f1c380c105
560,"Too Big - Atjazz Remix","Kosmo Kint,Atjazz",15,120,"afro house, broken beat, deep house, soulful house","Dance/Electronic","Too Big (Atjazz Remix)",2022-09-19,4:08,80,73,16,38,17,0,0,-10,G Minor,4,2022-10-02,2PsqQ6h3BoK1nLoTsUqTUv,"Toy Tonics",6A,https://p.scdn.co/mp3-preview/1cff74955922c5eab1a0a1c9595a661686f07f14?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a8980051b3a8a284429de058
561,"High Fashion","Coral O'Connor",5,125,"","","High Fashion EP",2019-03-08,7:14,79,87,0,77,21,0,0,-9,F#/G♭ Minor,4,2022-10-02,3e6MkWJWrSFsf4SNHxk8UD,"PIV Records",11A,https://p.scdn.co/mp3-preview/1ecf07dee2e5932de6f740f93946bae615d7996f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513d34b0985e64c7c28b9b3d36
562,"Masseduction","St. Vincent",43,115,"art pop, chamber psych, electropop, etherpop, indie pop, indie rock, metropopolis","Pop, Folk/Acoustic, Rock, Dance/Electronic","MASSEDUCTION",2017-10-13,3:17,70,60,0,0,44,0,10,-8,D Major,4,2022-10-06,4L7kaptgY6py2G3nRW9BVQ,"Loma Vista",10B,,https://i.scdn.co/image/ab67616d00004851c5819ccc3fbcd68e3fe0ebd2
563,"New York","St. Vincent",48,138,"art pop, chamber psych, electropop, etherpop, indie pop, indie rock, metropopolis","Pop, Folk/Acoustic, Rock, Dance/Electronic","MASSEDUCTION",2017-10-13,2:34,37,45,89,0,33,10,10,-12,A#/B♭ Major,4,2022-10-06,5IXTT9RvcVupmzLTFqIInj,"Loma Vista",6B,,https://i.scdn.co/image/ab67616d00004851c5819ccc3fbcd68e3fe0ebd2
564,"Pascià (Dub)","V.I.C.A.R.I.",0,124,"","","Pascià",2016-04-15,6:07,79,58,1,73,95,10,0,-12,A Major,4,2022-10-08,3R6b2ifdBZwouVh4kSj3Qv,"Robsoul",11B,,https://i.scdn.co/image/ab67616d000048516c4c46204c0f90e664bcc665
565,"Earth Two","Carlo,Retromigration",16,123,"jazz house","","Earth Two",2022-02-11,6:22,80,78,2,92,76,0,0,-9,A Major,4,2022-10-08,7KQtPuv3eym8TzkLgdjmt8,"Shall Not Fade",11B,https://p.scdn.co/mp3-preview/8fd5347edb5ddbfeec873bf8848f969f58f63974?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514a7559169698367a08b65c7e
566,"Remind Me","Black Loops,Nikoss,Seven Davis Jr",35,125,"deep house, disco house, float house, ","Dance/Electronic","Remind Me",2019-04-19,5:40,82,48,1,1,83,10,20,-8,F Minor,4,2022-10-09,1lpKWueFtdqWmVzrxekruJ,"Neovinyl Recordings",4A,https://p.scdn.co/mp3-preview/e9c09936f67b6ad6f8d81da0833fd7a42ea0819a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485198ed24d85696780db0152bfa
567,"Pascià","V.I.C.A.R.I.",40,124,"","","Pascià",2016-04-15,6:58,81,59,0,84,71,0,30,-7,C♯/D♭ Major,4,2022-10-09,3B9pguwtbemJQlVWkxrfeU,"Robsoul",3B,https://p.scdn.co/mp3-preview/050eec1a4c8ca6676657dca626ecc09e2cd6ecb5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e8afd3909736d343fcbb6f75
568,"Psycho, Pt. 2","Russ",68,83,"hawaiian hip hop, rap","Hip Hop","Psycho, Pt. 2",2016-11-08,2:41,77,55,78,0,42,20,10,-4,A#/B♭ Major,4,2022-10-22,26OhjtaTamFocE08t83ml6,"Russ My Way Inc",6B,https://p.scdn.co/mp3-preview/34c2248ee9b65f64b620573e29bad6349693bf44?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d76647a817d55638a50c863f
569,"Friends","Marsicans",33,149,"english indie rock, leeds indie","Rock","Friends",2017-02-17,3:04,44,47,1,0,52,0,10,-6,A Major,4,2022-10-22,1CN2s29ZJ8tpP3cUB5xSVE,"LAB Records, Ltd",11B,https://p.scdn.co/mp3-preview/79bf02de1b05cc1e6da191c565c55563bc8d66e9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518436fd9caa685e6cea426fe7
570,"Sweet & Sour","Elli Ingram",34,96,"alternative r&b, indie r&b, indie soul, uk contemporary r&b","R&B","Love You Really",2017-09-15,3:24,64,60,21,0,56,20,10,-7,G Minor,4,2022-10-22,3CMHACJ1rZtTyPnFgXOx8U,"Universal-Island Records Ltd.",6A,,https://i.scdn.co/image/ab67616d000048516e0564d729f88e8130fe74f2
571,"Cuando Te Encontré","Matisse",47,94,"latin arena pop, latin pop, mexican pop, urbano mexicano","Latin","Sube (Summer Edition)",2016-07-08,3:08,67,82,18,0,65,0,20,-5,D Major,4,2022-10-22,2T2QcAAqzxizTiBpWWMjph,"Columbia",10B,https://p.scdn.co/mp3-preview/19db0dcb50aa9414a1cfec8bf0ef11a0f61184ad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485112a02b52e530d46d2d530d1e
572,"Más Que Amigos","Matisse",28,92,"latin arena pop, latin pop, mexican pop, urbano mexicano","Latin","Sube (Summer Edition)",2016-07-08,2:57,64,71,34,0,74,0,0,-6,D Major,4,2022-10-22,4CeOG8F2Pef8Oc8E1hAwnI,"Columbia",10B,https://p.scdn.co/mp3-preview/aec3aa3b2835557dec5b9a57ecfc22879da79008?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485112a02b52e530d46d2d530d1e
573,"Cola","CamelPhat,Elderbrook",53,122,"deep tech house, edm, house, progressive house, tropical house","Dance/Electronic","Cola",2017-10-27,3:43,71,74,2,51,44,0,10,-8,F#/G♭ Major,3,2022-10-22,7ir1tVqAtNjctvteJPw5MF,"Big Beat/Defected Records",2B,https://p.scdn.co/mp3-preview/440411ffbf039e8080dc27d499c0e25052a7d6b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a30bc7a275cc3e72011d9891
574,"Mona Lisa","monte booker,Naji",44,99,"viral rap, ","Hip Hop","Mona Lisa",2016-12-03,3:04,49,43,73,0,33,20,0,-10,C♯/D♭ Minor,3,2022-10-22,5KqbsqDW0xgOpZDVxKQPZk,"Soulection",12A,https://p.scdn.co/mp3-preview/40b0c09193e89574f6974d9c12e9226b88922626?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851470d29853c6afdd28d753690
575,"Let Me Blow Ya Mind","Eve,Gwen Stefani",71,90,"dance pop, gangster rap, hip hop, hip pop, philly rap, pop rap, r&b, rap, urban contemporary, pop","Pop, Hip Hop, R&B","Scorpion",2001-01-01,3:50,91,56,24,0,90,10,0,-4,G#/A♭ Minor,4,2022-10-22,3RmKpob8xzv1pzHEQrMJah,"Ruff Ryders RECORDS",1A,,https://i.scdn.co/image/ab67616d000048510a825fea8b9095572e5130ef
576,"Sleepless","Flume,Jezzabell Doran",48,175,"australian dance, australian electropop, australian indie, downtempo, edm, ","Dance/Electronic","Flume: Deluxe Edition",2012-11-09,3:29,53,69,3,0,39,10,0,-7,A Minor,4,2022-10-23,0XzyXP0E9jsoOwu5Rd7hTV,"Mom+Pop",8A,https://p.scdn.co/mp3-preview/6094649e9930fe850905069d65fdb407ce56f27f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485154a01535b21aed50a7bcb8d4
577,"Growing/Dying","The Backseat Lovers",52,90,"indie pop, modern rock, slc indie","Rock, New age","Growing/Dying",2022-08-19,3:32,47,40,2,5,24,0,0,-8,B Major,4,2022-10-28,4JAFlkYkNy1MM6zOqRbiGp,"Capitol Records",1B,,https://i.scdn.co/image/ab67616d000048518b21af3549e61e45d4133924
578,"C U Girl","Steve Lacy",74,100,"afrofuturism","R&B","C U Girl",2015-02-15,2:09,41,47,66,5,41,10,10,-9,B Minor,4,2022-10-28,6FBzhcfgGacfXF3AmtfEaX,"L-M Records",10A,https://p.scdn.co/mp3-preview/a37b5eb93b7a6b91c0560a7defc39741eb3d472a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851447d52024a6ac588ad418ae5
579,"Some","Steve Lacy",74,104,"afrofuturism","R&B","Some",2016-10-31,1:58,78,55,1,25,63,0,10,-6,G Major,4,2022-10-28,4riDfclV7kPDT9D58FpmHd,"L-M Records",9B,https://p.scdn.co/mp3-preview/2be3d5f3a32a2757592831222c114c5668ec6ecb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517c0c6c1cfac7464b6211587d
580,"Sensitive","Dreamer Isioma",24,90,"alternative r&b, indie r&b, modern indie pop","R&B, Pop","Sensitive",2020-01-29,2:54,60,65,17,0,35,10,10,-7,G Major,4,2022-10-28,0oHEteATZnAZuA9dl1dXF3,"Fashionably Early LLC",9B,,https://i.scdn.co/image/ab67616d000048510c536c1ba5a0798e0b1de0ad
581,"Better Days (NEIKED x Mae Muller x Polo G)","NEIKED,Mae Muller,Polo G",76,110,"dance pop, edm, pop, pop dance, scandipop, tropical house, uk contemporary r&b, uk pop, chicago rap, rap","Hip Hop, Pop, Dance/Electronic, R&B","Better Days (NEIKED x Mae Muller x Polo G)",2021-09-24,2:40,72,67,0,0,70,0,0,-5,C Minor,4,2022-10-28,6f5ExP43esnvdKPddwKXJH,"Capitol",5A,,https://i.scdn.co/image/ab67616d000048516b742298f7f36717855c4caf
582,"Money","The Drums",62,102,"brooklyn indie, indie rock, indie surf, modern rock","Rock","Portamento",2011,3:53,60,92,21,15,45,0,20,-7,E Minor,4,2022-10-28,5Q1H7ASDiJpACNx5ziyhuN,"UMC (Universal Music Catalogue)",9A,,https://i.scdn.co/image/ab67616d00004851133102973816a5cd4f77a6e0
583,"Dræm Girl","No Vacation",56,173,"indie garage rock, indie pop, indie surf","Rock","Summer Break Mixtape",2015-07-15,3:54,19,95,0,72,26,20,30,-6,D Major,4,2022-10-28,6lbLn5iL2NBJnbib7bTXMn,"No Vacation",10B,https://p.scdn.co/mp3-preview/984982ff78b8c3f9e53ecb641a9b7ebba345d4cd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bfafb7f8948713e1c37c3ab4
584,"Young","Vacations",79,80,"newcastle nsw indie","Pop","Vibes",2016,3:09,50,81,0,1,59,0,0,-4,G Major,4,2022-10-28,1KIJclzEbNhSVw8tiHPWwE,"Nettwerk Music Group",9B,https://p.scdn.co/mp3-preview/908bc62d7a0f775650e7e13f57f9af1468078385?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519c93931e7cfa4d8216056795
585,"New Flesh","Current Joys",69,166,"indie pop, lo-fi indie","Rock","Wild Heart",2013-01-02,2:47,62,59,89,50,70,0,0,-16,A Major,4,2022-10-28,6HJxxqHWMdidwTVZmZWeHU,"Current Joys",11B,https://p.scdn.co/mp3-preview/5da4c6a8019aa3b8e894bbb5c1d48f2b89cbd6b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aa34e56c440a5e8790b524c3
586,"Just a Boy","The Backseat Lovers",56,93,"indie pop, modern rock, slc indie","Rock, New age","Just a Boy",2019-09-25,4:10,59,53,0,0,30,0,10,-7,E Major,4,2022-10-28,1jRUUth3iAmmlSFA174YxZ,"The Backseat Lovers",12B,https://p.scdn.co/mp3-preview/971746330c4c2b059a4fd7b8e7bb88bff951cef9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bcf3b5582048589627facdb8
587,"curious/furious","WILLOW",53,142,"afrofuturism, pop, post-teen pop","R&B, Pop","curious/furious",2022-09-09,3:04,55,75,7,0,69,0,10,-11,G#/A♭ Minor,4,2022-10-28,27dTFzAAiUrJ2C2hxRcCd5,"MSFTSMusic / Roc Nation Records, LLC",1A,,https://i.scdn.co/image/ab67616d00004851c5de0a00b0da7b4cbea65125
588,"Tonight (feat. Ezra Koenig)","Phoenix,Ezra Koenig",53,142,"alternative dance, indie rock, modern rock, new rave, rock independant francais, ","Rock","Tonight (feat. Ezra Koenig)",2022-09-07,4:06,67,74,5,0,89,0,10,-7,G#/A♭ Major,4,2022-10-28,4JvFNFTjEtZyEzh8w0YzHF,"Glassnote Entertainment Group LLC",4B,https://p.scdn.co/mp3-preview/633661dc96a1def3f21383c6eb75ee4a317fe129?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851102a2ed2ae89b62b4803e26b
589,"Leader of the Pack","Wunderhorse",52,95,"english indie rock","Rock","Cub",2022-10-07,3:03,51,97,0,20,59,0,0,-4,C♯/D♭ Minor,4,2022-10-28,1YYK8zYkBKxVaANQ7CkgYu,"Communion Records",12A,https://p.scdn.co/mp3-preview/05a2bdbb48a2f82db4b9f08e950b300a4f23ce41?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be8e67d6db7bb17c437092fa
590,"Meadows in Japan","Dreamer Isioma",44,170,"alternative r&b, indie r&b, modern indie pop","R&B, Pop","The Leo Sun Sets",2020-12-02,2:48,62,34,20,0,37,0,0,-13,C Major,4,2022-10-28,0ksuu1T1H6ce6md796lU0i,"Dreamer Isioma LLC",8B,https://p.scdn.co/mp3-preview/1dc23af41cd8374cb19100a5c2b365fb29b37cc8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ed772fc3ebcfe4e943bc20b8
591,"Atlantis","Wunderhorse",35,152,"english indie rock","Rock","Cub",2022-10-07,2:31,46,47,3,0,23,0,20,-8,A Major,4,2022-10-28,610BCrpGo86lwdQYM7Uk90,"Communion Records",11B,https://p.scdn.co/mp3-preview/98637c9d10b432499794a8f167e25798d0a6048d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be8e67d6db7bb17c437092fa
592,"Tired","beabadoobee",69,140,"bedroom pop, bubblegrunge, indie pop, pop","Pop, Rock","Patched Up",2018-12-07,3:19,63,42,48,15,35,0,10,-7,G Minor,4,2022-10-29,6F5mZpEEjhsAW8UEqbIpz1,"Dirty Hit",6A,https://p.scdn.co/mp3-preview/e518291d3ccf8e406d2815c7d1e9e00abfd46848?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fe11583497b2a332995b88ed
593,"Coffee","beabadoobee",65,119,"bedroom pop, bubblegrunge, indie pop, pop","Pop, Rock","Coffee",2017-11-04,2:06,53,14,98,96,30,0,10,-18,A Major,4,2022-10-29,429NtPmr12aypzFH3FkN9l,"Dirty Hit",11B,https://p.scdn.co/mp3-preview/08653a8a1e28deaf154f1eaf4f1171d7e494ab30?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad2c1e1bcbc8d7415636691b
594,"Fall In Love Alone","Stacey Ryan",80,172,"","","Fall In Love Alone",2022-05-13,3:25,68,63,32,0,52,0,10,-5,G Minor,4,2022-10-29,5xwBIieMMFUmLDgvG4DjFe,"Island Records",6A,,https://i.scdn.co/image/ab67616d00004851c0e833f8baa95fdcbcc4f65a
595,"Prom Queen","Beach Bunny",76,144,"bubblegrunge, chicago indie, indie pop, indie rock","Rock","Prom Queen",2018-08-10,2:16,53,80,0,1,75,0,10,-7,E Major,4,2022-10-29,6MpCaSIOfqBqbMED4kXgNY,"Mom+Pop",12B,https://p.scdn.co/mp3-preview/bafbab11dddaf75e559f7367390aa1d84a6f80a7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510ec9ae111708f4b8be932d8b
596,"I Deserve to Bleed","Sushi Soucy",65,120,"indie pop, pixel","Rock","I Deserve to Bleed",2020-12-27,1:44,76,28,92,0,60,0,10,-12,G Major,4,2022-10-29,27cw0tNJKQQW2CJMGcCfZb,"Sushi Soucy",9B,https://p.scdn.co/mp3-preview/07abcb04dd70222b0ba46053d40f8788e65b5623?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851441c6d12f81aee6f49df7775
597,"Do I Deserve It","Sushi Soucy",36,130,"indie pop, pixel","Rock","Sushi Soup",2021-07-06,2:01,73,17,81,0,41,0,0,-16,C Major,1,2022-10-29,65jT2LrmXrQAbcoC7UaXMb,"Sushi Soucy",8B,https://p.scdn.co/mp3-preview/bbe88a03e60ecbe6e2c90f4c6740a5ff4f30c432?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b9662ff14b985059b6da2eca
