#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
598,"Sun Death","Doll Spirit Vessel",13,115,"","","What Stays",2022-08-12,3:01,73,53,17,2,39,0,10,-7,G Major,4,2022-10-29,7vzdtY60sTZZV0uCTBPhvX,"Doll Spirit Vessel",9B,https://p.scdn.co/mp3-preview/b7159d557765e03de55b2e9f5f232c995e6e37ce?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519c9d7efd75797163b1f9e437
599,"Venasque","Ian Pooley",42,97,"deep house, disco house, filter house, tech house","Dance/Electronic","Since Then. 2017",2017-11-17,4:34,76,76,3,69,96,10,80,-9,A#/B♭ Minor,4,2022-10-29,20XyCtN4HMiL1BsvXyengf,"Pooled Music",3A,https://p.scdn.co/mp3-preview/0f6adf6a2cca97898ad5603acbd30117fe182765?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512db86cc8632c1f3de087bc00
600,"Blister","Bulldog Eyes",18,80,"lo-fi indie, small room","Rock","Asleep",2015-10-04,1:22,47,54,40,96,48,0,10,-10,D Major,4,2022-10-29,1WQ6mqVcn8Ao07xqmKDk8O,"Bulldog Eyes",10B,https://p.scdn.co/mp3-preview/9d99b1ab07497b3dee615848ac2cc0137e0862ec?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514ed95cdbe49e28b467683b40
601,"H! Vltg3 (Evidence Reanimation) [feat. Pharoahe Monch and DJ Babu]","Linkin Park,DJ Babu,Pharoahe Monch,Evidence",34,94,"alternative metal, nu metal, post-grunge, rap metal, alternative hip hop, east coast hip hop, turntablism, conscious hip hop, hardcore hip hop, hip hop, queens hip hop, boom bap","Hip Hop, Metal","Reanimation",2002-07-29,3:30,66,94,13,0,60,20,50,-4,C♯/D♭ Minor,4,2022-11-04,63B3TtwUzOoJoe3unMteVa,"Warner Records",12A,https://p.scdn.co/mp3-preview/b417f5a24f67830459bddf1a7b7d8fe4f7c553ed?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485191e2fd0e284ca923b8743b6a
602,"The Space Between","Valencia",43,170,"neon pop punk, philly indie, pop emo, pop punk","Pop, Rock","This Could Be A Possibility",2005-10-25,3:37,38,85,0,0,41,0,50,-4,G Major,4,2022-11-08,3VGjUGJ5H3N61ggpyORS0n,"I Surrender Records",9B,https://p.scdn.co/mp3-preview/ff89d2da3a47f038fc8a04bacf7dcbee756930d3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516bccef118726efd6f34d696b
603,"Eugene - Single Edit","Press Club",22,162,"australian garage punk, melbourne indie","Blues, Rock","Eugene",2022-08-05,3:12,23,94,0,0,35,10,30,-4,B Major,4,2022-11-08,0IDM4UxzlulbTqSDoMY1Sn,"Inertia Music",1B,https://p.scdn.co/mp3-preview/b32eb3c90efae1c01be39b947888ede71ab32668?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d5e7f734191ab61a33149852
604,"Life Is But A Mere Supply","Dezma",1,106,"","","Grand Theft Auto III: Head Radio",2011-12-01,3:12,66,91,20,30,82,0,10,-4,B Major,4,2022-11-11,0iWJVW7lRnFulGcPCRmusl,"Rockstar Games",1B,,https://i.scdn.co/image/ab67616d00004851d55633ee54f875bb10528ea1
605,"Paint","Sol",34,98,"indie pop rap, seattle hip hop","Hip Hop","Yours Truly",2012-01-20,2:39,89,82,3,0,67,20,20,-6,D#/E♭ Minor,4,2022-11-13,4q0BCMZUB4XeMWxsentaoF,"Sol",2A,https://p.scdn.co/mp3-preview/da2cb1f80bc3c14418ae001066d9b805b855223b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c467ca68529867af68de5354
606,"After Dark","Mr.Kitty",82,140,"weirdcore","","Time",2014-10-06,4:19,59,60,7,27,4,0,0,-10,G#/A♭ Major,4,2022-11-18,2LKOHdMsL0K9KwcPRlJK2v,"Negative Gain Productions",4B,https://p.scdn.co/mp3-preview/7d2e35f7d48470e6503b726698a7ef118bf84bbb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b492477206075438e0751176
607,"Breathe In","Frou Frou",44,97,"downtempo, etherpop, metropopolis","Dance/Electronic, Pop","Details",2002-01-01,4:37,75,72,28,0,76,0,0,-7,E Major,4,2022-11-18,03kZca43rgVgphYctcopJU,"Universal-Island Records Ltd.",12B,,https://i.scdn.co/image/ab67616d000048512d0c0ef37bf28fe4b2b35789
608,"Weather Eyes","Trade Wind",34,66,"dreamo","Rock","The Day We Got What We Deserved",2021-05-21,2:52,46,49,14,58,12,0,10,-11,F Minor,4,2022-12-06,5bwzWD9iX07CkNtWUb77z4,"Other People Records",4A,https://p.scdn.co/mp3-preview/5a5aae4ada8311555c5bf359b2b8d80bad838f51?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512178ca4d8aad3f46cddbb0ae
609,"Quiet On Set","Remi Wolf",46,100,"indie pop, modern alternative pop, pop","Rock, Pop","Juno",2021-10-15,3:15,84,57,1,0,65,20,0,-5,A Major,4,2022-12-07,1MayFYhQQvVD4IzD7dqBBj,"Island Records",11B,,https://i.scdn.co/image/ab67616d0000485116a6cb93e32bf2ae66b1f5b2
610,"DC Rot","yunè pinku",39,128,"","","DC Rot",2022-03-16,4:02,69,87,1,5,59,10,10,-7,F Minor,4,2022-12-07,5emrpSNSDbKe6HotCObSFp,"Platoon",4A,https://p.scdn.co/mp3-preview/693d82909d27d1b63b21b87e5aa43d976353d2fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513fa25964e9079f4d7f5cff87
611,"What You Like","Logic1000,yunè pinku",57,124,"electronica, float house, ukg revival, ","Rock, Dance/Electronic","What You Like",2021-09-09,3:13,79,54,4,78,60,0,0,-10,F#/G♭ Major,4,2022-12-07,0h6ENY9kDXxfbbfnX3onPR,"Therapy",2B,https://p.scdn.co/mp3-preview/1838dc0b89a82a956a349161029ecaf7af96ac12?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514dbbb55c56c489b38115fc3e
612,"Look","Doss",37,130,"art pop, dream trance, escape room, hyperpop","Pop, Dance/Electronic","Look",2021-03-31,2:48,79,83,1,61,68,0,10,-8,C Minor,4,2022-12-07,42y1R39jgfNb8tNtNNoYMZ,"LuckyMe",5A,,https://i.scdn.co/image/ab67616d0000485145c5690462817f283be03352
613,"a-okay","blackwave.,Abhi The Nomad",47,112,"belgian hip hop, desi hip hop, pop rap","Hip Hop","a-okay",2022-06-09,3:40,83,57,20,0,59,10,10,-8,B Minor,4,2022-12-07,70I8nlO75XOU0IPXcnT5gj,"black.wav",10A,https://p.scdn.co/mp3-preview/9bbed9bf7367c9e63dfad1ad8b4c02c571d19c7c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d55e9e2884bc1c6236aaf7d3
614,"cracked screen","blackwave.,Lute",38,129,"belgian hip hop, north carolina hip hop, underground hip hop","Hip Hop","no sleep in LA",2022-09-09,3:32,85,50,3,0,57,10,0,-10,C Major,4,2022-12-07,5tw5H51GeMaSBcD0CHKsBq,"black.wav",8B,https://p.scdn.co/mp3-preview/9efafcc6e268cbec58489e5746c085eefef62fcd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f42cf0e357ac3685655128ad
615,"Big Talk","SOFY",49,152,"","","Big Talk",2022-08-19,3:17,69,56,62,0,66,0,10,-6,C♯/D♭ Major,4,2022-12-07,39W9pHDCfUcw3zJSYb3HNJ,"Lab Records",3B,https://p.scdn.co/mp3-preview/8ebea0f6313a4ca20a91094f43a97bdb45e6f8bc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485150f5c1a3c9a84110f0382954
616,"White City","Willow Kayne",45,90,"uk pop","Pop","White City",2022-07-01,3:06,62,80,1,0,30,10,20,-7,D Major,4,2022-12-07,2FPVYeyKBKSNUUKrg4L0rk,"Columbia",10B,https://p.scdn.co/mp3-preview/aad7d86c9e12f6801e16128acb52f357bd6c68a5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513025354e1b0cc573b56578ad
617,"Notion","The Rare Occasions",78,159,"la indie","Pop","Notion",2021-12-02,3:15,31,88,7,0,31,0,0,-4,A Major,4,2022-12-08,0sTlGEld0h8kIPZaKDYUf4,"Elektra (NEK)",11B,https://p.scdn.co/mp3-preview/34dee9f4a7511e89aaeaae3ba8b643de5ecd8c18?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851598721fc8c9dde3f65a73a08
618,"Again & Again","the bird and the bee",36,73,"indie pop, la indie","Rock, Pop","the bird and the bee",2007,2:45,57,77,36,0,41,0,10,-8,C♯/D♭ Major,4,2022-12-09,3Kh7jZ6QdVJJq63A3xRneN,"MetroBlue",3B,,https://i.scdn.co/image/ab67616d00004851485396dfe12cd25c4f743873
619,"Deluca","Ruby Empress",25,170,"gothenburg indie","Dance/Electronic","Deluca",2016-05-19,3:54,51,50,14,0,34,0,70,-8,E Major,4,2022-12-09,11gfOUFtnHemJ06cUCAifs,"Resolved Records",12B,,https://i.scdn.co/image/ab67616d00004851ad177d9e9cbabd7351622114
620,"Alarm - Oliver Nelson Remix","Anne-Marie,Nelson Oliver",12,80,"dance pop, pop, pop dance, post-teen pop, tropical house, uk pop, ","Pop, Dance/Electronic","Alarm (Remixes)",2016-07-08,3:35,54,81,12,0,81,10,0,-3,C Major,4,2022-12-09,7g2oALGri92rs8GLZXWWHZ,"Major Tom's / Atlantic",8B,https://p.scdn.co/mp3-preview/4f0604e527f1958a99476f6d81a439c73dde8577?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f3a1ced882771fc1ee1ceb0
621,"Walk In Blue","Light Jazz Academy",0,74,"relaxative","New age","Piano Lounge (Vol. 1)",2009-09-25,4:11,48,21,99,93,35,0,20,-14,F Major,4,2022-12-09,3zGOh3oMjrp5QLlKO77V8m,"SONIA",7B,,https://i.scdn.co/image/ab67616d000048515b32bc97a82639e1f5be0152
622,"The Palace (feat. Blake Hazard)","The M Machine,Blake Hazard",18,140,"complextro, electro house, boston rock","Rock, Dance/Electronic","Metropolis Pt. II",2013,5:25,42,64,0,7,8,0,10,-5,C♯/D♭ Major,4,2022-12-15,7ryzRLKpBY2WeIZFKoQlhc,"OWSLA",3B,https://p.scdn.co/mp3-preview/6bacc3406f5d36ace19026b20bce95f0a746ae03?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485136c39be598112be41ec842ec
623,"Eyes on Fire - Zeds Dead Remix","Blue Foundation,Zeds Dead",54,145,"dream pop, electronica, brostep, canadian electronic, dubstep, edm, electro house, electronic trap, progressive electro house, vapor twitch","Dance/Electronic, Rock","Eyes on Fire (Zeds Dead Remix) [Zed Dead Remix]",2007,5:20,61,73,1,0,32,10,10,-6,B Major,4,2022-12-22,3Oiauiojgokw9vWQvFmEoI,"WM Denmark",1B,https://p.scdn.co/mp3-preview/7f856aa1436656e12322844a791f8180f8ebf91a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518697366ffb1e784b4ab7fe7d
624,"Afraid To Feel","LF SYSTEM",78,128,"house","Dance/Electronic","Afraid To Feel",2022-05-02,2:57,58,91,2,0,68,10,20,-4,C♯/D♭ Major,4,2022-12-23,40SBS57su9xLiE1WqkXOVr,"Warner Records",3B,https://p.scdn.co/mp3-preview/169f2b66c10cf695a5ba406e4ae30b69377dde13?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ced808ef1567eaf901041438
625,"My Mind - Badjokes Remix","Tony Romera,Karina Ramage,Badjokes",27,126,"bass house, electro house, gaming edm","Dance/Electronic","My Mind (Badjokes Remix)",2022-11-25,4:11,80,72,2,24,39,0,20,-3,B Minor,4,2022-12-23,7uF9c7MgOQryPCXa7We2xM,"Monstercat",10A,https://p.scdn.co/mp3-preview/6736e9f7db01a14ee571ac1e37a11c75c03f769d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851037f951811f4a8f65239e3c6
626,"Ferrari","James Hype,Miggy Dela Rosa",83,125,"dance pop, deep groove house, house, pop dance, uk dance","Pop, Dance/Electronic","Ferrari",2022-04-01,3:06,85,69,1,0,69,0,0,-8,C♯/D♭ Minor,4,2022-12-23,4zN21mbAuaD0WqtmaTZZeP,"Universal-Island Records Ltd.",12A,,https://i.scdn.co/image/ab67616d000048516cc861b5c9c7cdef61b010b4
627,"NOSTYLIST","Destroy Lonely",72,160,"vapor trap","Hip Hop","NO STYLIST",2022-08-12,3:00,57,77,4,0,50,0,10,-5,B Minor,4,2022-12-23,42tD9J0KCPFSc1d2hFTvAf,"Opium",10A,https://p.scdn.co/mp3-preview/c5eff7eaea523492be41fba49c946c8c2dd02211?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ace84faee0a6206881a2a555
628,"Young & Unafraid","The Moth & The Flame",42,98,"modern alternative rock, utah indie","Rock","Young & Unafraid",2016-02-26,3:14,51,82,0,0,28,0,10,-5,A Minor,4,2022-12-27,4K3gnzGmIjwkZhqOiYQ4r6,"Robot Farming",8A,https://p.scdn.co/mp3-preview/ef7fd993254bc01ce93acd5943b7cf57dcdcec9f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851421b7056676fcecd045e37a5
629,"I Wish","Skee-Lo",64,98,"hip hop, rap, west coast rap","Hip Hop","I Wish",1995-09-02,4:09,67,81,0,0,57,10,30,-7,G Major,4,2022-12-27,3LklW07tvdx2AHsgfi1Mng,"Legacy Recordings",9B,https://p.scdn.co/mp3-preview/74c74ac7de2b79123bbc7669b68c209516f15298?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851107ec8cc91c8e076d778a5da
630,"American Boy","Estelle,Kanye West",74,118,"neo soul, r&b, chicago rap, rap","Hip Hop, R&B","Shine",2008-03-28,4:44,69,73,17,0,52,30,0,-3,C Major,4,2022-12-28,6etwirSInfuJrSOlogS6Sh,"Woah Dad!",8B,https://p.scdn.co/mp3-preview/2694361a262b4587115df08ba598ebe651a3af95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485198dc3e242a818007dd67b7c5
631,"On the Way","Jack Thammarat,MAY PATCHARAPONG,Mong Kridsana",17,160,"shred, ","Metal","Still on the Way",2020-04-30,4:58,36,94,0,85,55,0,20,-7,G Major,4,2022-12-28,2VkKM7ZBsjKK8BE0hNJeA7,"Jack Thammarat",9B,https://p.scdn.co/mp3-preview/cf992656150023bb42a0dbf45ca5ea807d865af6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851626670e2a54d9203da12cec0
632,"Missin You Crazy","Russ",66,132,"hawaiian hip hop, rap","Hip Hop","ZOO",2018-09-07,3:46,72,73,10,0,28,10,0,-6,F Major,4,2022-12-29,4ve2uzqdwnHr20G5YgMMqr,"Columbia",7B,https://p.scdn.co/mp3-preview/f780e6470406c9aafb2000759125cc2a7b546c54?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485164cf949eb6e426904f182823
633,"Good","Firehorse",0,160,"","","Pills from Strangers",2013-06-25,3:25,58,65,1,6,60,0,10,-7,C Major,5,2022-12-30,6uD3hGIMxnAHjF5Np6JWFu,"Pills from Strangers",8B,https://p.scdn.co/mp3-preview/5966cf3848a5861362cab5596ffc3fb299575eca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eaa2da5a0407b476f02bb1c9
634,"Ecstasy","Fabich,Pastel,Jafunk,Bambie",51,120,"indie soul, uk house, funky house, new french touch, ","R&B, Dance/Electronic","Vibe Creator",2022-02-15,2:27,69,79,24,2,56,0,60,-7,E Minor,4,2022-12-31,5ICUko5tff4xEdS4DdnODT,"Unity Rec",9A,https://p.scdn.co/mp3-preview/bc32b3ae46844cd8f826eb164e9dc1b50c202978?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f85d010ed11c37a48fc92742
635,"Poison","Bell Biv DeVoe",67,112,"boy band, contemporary r&b, hip hop, hip pop, new jack swing, quiet storm, r&b, urban contemporary","Pop, Hip Hop, R&B","Poison",1990-01-01,4:21,84,56,0,0,78,20,60,-11,F#/G♭ Minor,4,2022-12-31,6m59VvDUi0UQsB2eZ9wVbH,"Geffen*",11A,,https://i.scdn.co/image/ab67616d000048510ce91190aaea70dd4fe020c4
636,"Boys and Girls","Setenta",15,117,"","","We Latin Like That",2018-11-09,5:19,66,68,2,20,38,0,0,-9,C♯/D♭ Major,4,2023-01-02,6gG2DWVOa6mPQzg3fcVffU,"Latin Big Note",3B,https://p.scdn.co/mp3-preview/ad6627a05cd1a9a42b53fc8f8c7780c6b682737a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513e8465f63dc18cf802cbca71
637,"Sleepless - Radio Edit","CAZZETTE,The High",45,124,"complextro, dance pop, edm, electro house, pop dance, pop edm, progressive electro house, progressive house, tropical house, ","Dance/Electronic, Pop","Sleepless",2014-05-06,3:41,72,60,14,0,56,0,30,-11,F#/G♭ Minor,4,2023-01-02,6AEMLsvCm4OYpN83ryOBMU,"ICONS",11A,https://p.scdn.co/mp3-preview/d23925d8afb83b994b60322836fa4e19b9453b08?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485172ca9e79c6c1ddcc62d8500f
638,"Soft Room","Lorn",29,80,"electronica, glitch hop, wonky","Rock, Dance/Electronic","Ninja Tune XX (Volume 2)",2010-09-20,2:23,42,87,8,79,20,0,30,-8,F#/G♭ Minor,4,2023-01-02,4fhOIWpXUpCfbOQNKfypYz,"Ninja Tune",11A,https://p.scdn.co/mp3-preview/5092124d299e9d849e1b3671b519e42a5c942f24?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485148e2a667de482192fddfeae0
639,"King Bromeliad","Floating Points",40,115,"electronica, microhouse, uk bass, wonky","Rock, Dance/Electronic","King Bromeliad / Montparnasse",2014-06-23,8:52,90,47,0,87,29,0,0,-10,C♯/D♭ Major,4,2023-01-04,6bN5bGdC7ze3JvWvPN67Op,"Pluto",3B,https://p.scdn.co/mp3-preview/4ca1fe834472bfeb5be596f98ad1e6721eb4113e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ee023f4900f8feb7c724ff9
640,"Change","Dan Kye",28,120,"deep house, indie jazz, indie soul, uk contemporary jazz","Dance/Electronic, R&B, Jazz","Joy, Ease, Lightness",2016-12-02,4:35,92,94,3,14,92,0,0,-10,A Minor,4,2023-01-04,7HPoNHUAZaXkMFoKUL8Dah,"Rhythm Section International",8A,https://p.scdn.co/mp3-preview/595664defccbc60acc60d3772f0f349057b1640e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514236b94ef4037c6006508da2
641,"Tolle","Dan Kye",23,122,"deep house, indie jazz, indie soul, uk contemporary jazz","Dance/Electronic, R&B, Jazz","Joy, Ease, Lightness",2016-12-02,5:06,69,59,27,74,71,0,10,-13,F Major,4,2023-01-04,103sGglhdjfKzDVHFlMoDB,"Rhythm Section International",7B,https://p.scdn.co/mp3-preview/e92421cf84091d825250f31ad29bc7ab7c694c38?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514236b94ef4037c6006508da2
642,"Penny Lane","The Beatles",52,114,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock","Folk/Acoustic, Rock","Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition)",1967-05-26,3:02,63,39,41,0,65,0,10,-10,A Major,4,2023-01-04,1sjmKmR4u9xDeJHjDCn2bZ,"UMC (Universal Music Catalogue)",11B,,https://i.scdn.co/image/ab67616d00004851c92b57b8307e5999ec2fed69
643,"Help! - Remastered 2009","The Beatles",67,95,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock","Folk/Acoustic, Rock","Help! (Remastered)",1965-08-06,2:19,53,73,19,0,76,0,10,-8,F#/G♭ Minor,4,2023-01-04,7DD7eSuYSC5xk2ArU62esN,"EMI Catalogue",11A,,https://i.scdn.co/image/ab67616d00004851e3e3b64cea45265469d4cafa
644,"Butterfly","Crazy Town",69,104,"alternative metal, funk metal, nu metal, rap rock","Metal, Rock","The Gift Of Game",1999-11-04,3:36,74,81,0,0,61,0,10,-4,A Minor,4,2023-01-05,4BggEwLhGfrbrl7JBhC8EC,"Columbia",8A,https://p.scdn.co/mp3-preview/56826e60b41fbfb92bd4a9bbf56762abe4ecb0d0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be3d60f650c3b9dbad061f7f
645,"Dear God","Avenged Sevenfold",64,140,"alternative metal, nu metal","Metal","Avenged Sevenfold",2007-10-26,6:33,47,77,1,0,60,0,10,-6,F Major,4,2023-01-07,2FML7gk7ac6quGFIjvkDb3,"Warner Records",7B,https://p.scdn.co/mp3-preview/08756aae331dcc0c7331f165240d51c29bd66c81?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485133c52ca8309741c6999ca742
646,"MIDNIGHT","PLAYAMANE,Nateki",77,122,"drift phonk, ","","MIDNIGHT",2022-02-13,2:01,63,43,1,28,37,20,10,-9,C♯/D♭ Major,4,2023-01-11,2WzAAerBvZvvFXgUpSwHZ9,"PLAYAMANE",3B,https://p.scdn.co/mp3-preview/6e13af11346c8ec07bd97d944987f63fc1f10e79?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485117a08c20deadefc069016642
647,"Tell It to My Heart","Taylor Dayne",64,118,"dance pop, hi-nrg, new wave pop, soft rock","Pop, R&B, Rock","Tell It to My Heart (Expanded Edition)",1988-01-19,3:40,64,99,3,0,72,0,30,-5,C♯/D♭ Major,4,2023-01-13,3YVPpVJvJG2EauXurPA90F,"Arista/Legacy",3B,https://p.scdn.co/mp3-preview/d316859585426702bc1a8af18e5d30f67ee330ec?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514f7420eec423c20556744d7d
648,"Here With Me","d4vd",91,132,"bedroom pop","Pop","Here With Me",2022-09-22,4:02,57,47,53,0,29,0,10,-8,E Major,4,2023-01-16,78Sw5GDo6AlGwTwanjXbGh,"Darkroom/Interscope Records",12B,,https://i.scdn.co/image/ab67616d00004851efbe96040319db682b438f11
649,"Romantic Homicide","d4vd",89,132,"bedroom pop","Pop","Romantic Homicide",2022-07-20,2:12,57,54,45,1,22,0,30,-11,F#/G♭ Major,4,2023-01-16,1xK59OXxi2TAAAbmZK0kBL,"Darkroom/Interscope Records",2B,,https://i.scdn.co/image/ab67616d00004851bd1a52b3d5903ee01c216da0
650,"SLOW DANCING IN THE DARK","Joji",80,89,"viral pop","Pop","BALLADS 1",2018-10-26,3:29,52,48,54,1,28,0,10,-7,D#/E♭ Major,4,2023-01-16,0rKtyWc8bvkriBthvHKY8d,"88rising Music/Warner Records",5B,https://p.scdn.co/mp3-preview/b6d379bd6e01063c80747f70057feff47005f1f2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160ba1d6104d0475c7555a6b2
651,"YEAH RIGHT","Joji",76,169,"viral pop","Pop","BALLADS 1",2018-10-26,2:54,67,59,62,24,20,10,10,-10,C♯/D♭ Major,4,2023-01-16,1VGzxJnVQND7Cg5H5wGj14,"88rising Music/Warner Records",3B,https://p.scdn.co/mp3-preview/670933f1e5405bf5ca960071841c525eed2f7753?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160ba1d6104d0475c7555a6b2
652,"Moonlight","KAWALA",24,174,"uk pop","Pop","Counting the Miles",2019-03-20,4:13,63,64,48,0,64,0,0,-11,D Major,4,2023-01-16,51wbl6V28aQHNxIoNPnkaO,"Mahogany Records",10B,,https://i.scdn.co/image/ab67616d000048515fdf14ecce29e2df114f1e06
653,"Dragonball Durag","Thundercat",41,81,"afrofuturism","R&B","Dragonball Durag",2020-02-17,3:01,65,59,70,81,40,0,10,-10,D Major,4,2023-01-16,62PclpoBFLl50PJpiJA5RT,"Brainfeeder",10B,https://p.scdn.co/mp3-preview/8301943fb7a38c4e1a9fbc3d6b7737ca84076639?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514d7d300ba93d7e25c4e3d556
654,"Tongue Tied","Grouplove",74,113,"indie pop, indie poptimism, indie rock, indietronica, la indie, modern alternative rock, modern rock, rock, stomp and holler","Rock, Pop, Folk/Acoustic","Never Trust a Happy Song",2011-09-02,3:38,56,94,1,0,37,0,10,-6,D#/E♭ Major,4,2023-01-17,0GO8y8jQk1PkHzS31d699N,"Canvasback/ATL",5B,https://p.scdn.co/mp3-preview/bf29e74c562ce75d41fd729121ce7df9812c0d63?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d84a9bbcba91cb6a4a212b1b
655,"Ticket To Ride","KAWALA",39,160,"uk pop","Pop","Better With You",2022-03-04,3:02,59,80,23,0,75,0,30,-6,A Major,4,2023-01-17,4DuZccXNWSIErRntyi1VRL,"EMI",11B,,https://i.scdn.co/image/ab67616d00004851e84630c22619bb0c7fd21344
656,"Meet Me Halfway","Black Eyed Peas",65,130,"dance pop, pop, pop rap","Pop, Hip Hop","THE E.N.D. (THE ENERGY NEVER DIES)",2009-01-01,4:44,80,63,0,0,40,0,30,-7,B Minor,4,2023-01-19,6wOYnPq1hPihRepcDClPUw,"Interscope",10A,,https://i.scdn.co/image/ab67616d00004851382514f0114ba8f4a16d5db4
657,"I Gotta Feeling","Black Eyed Peas",70,128,"dance pop, pop, pop rap","Pop, Hip Hop","THE E.N.D. (THE ENERGY NEVER DIES)",2009-01-01,4:49,74,77,9,0,61,0,50,-6,C Major,4,2023-01-19,2H1047e0oMSj10dgp7p2VG,"Interscope",8B,,https://i.scdn.co/image/ab67616d00004851382514f0114ba8f4a16d5db4
658,"Hey Mama","Black Eyed Peas",59,100,"dance pop, pop, pop rap","Pop, Hip Hop","Elephunk",2003-06-24,3:34,87,88,11,0,94,20,60,-6,B Minor,4,2023-01-19,3KDCYRQl4O681lkYI2sCqE,"A&M",10A,,https://i.scdn.co/image/ab67616d0000485129a42ba069a854c9078377b4
659,"Where Is The Love?","Black Eyed Peas",77,94,"dance pop, pop, pop rap","Pop, Hip Hop","Elephunk",2003-06-24,4:32,83,70,11,0,81,10,10,-3,F Major,4,2023-01-19,0xmjwnQ3FNE6HuWCt2nHdZ,"A&M",7B,,https://i.scdn.co/image/ab67616d0000485129a42ba069a854c9078377b4
660,"Let's Get It Started - Spike Mix","Black Eyed Peas",65,105,"dance pop, pop, pop rap","Pop, Hip Hop","Elephunk",2003-06-24,3:37,78,79,11,0,81,10,30,-2,B Minor,4,2023-01-19,4hfIVhq0F0zFUcrbecsYmo,"A&M",10A,,https://i.scdn.co/image/ab67616d0000485129a42ba069a854c9078377b4
